date,img,color
2016-12-29 03:27:11,1305,"(0.796078431372549, 0.6901960784313725, 0.6509803921568628)"
2016-12-29 03:27:11,6355,"(0.18823529411764706, 0.23137254901960785, 0.17254901960784313)"
2016-12-29 03:27:11,8434,"(0.6901960784313725, 0.7215686274509804, 0.788235294117647)"
2016-12-29 03:27:11,1107,"(0.23921568627450981, 0.23137254901960785, 0.27450980392156865)"
2016-12-29 03:27:11,5860,"(0.27450980392156865, 0.27058823529411763, 0.29411764705882354)"
2016-12-29 03:27:11,9425,"(0.8823529411764706, 0.7607843137254902, 0.7372549019607844)"
2016-12-29 03:27:11,1207,"(0.3686274509803922, 0.35294117647058826, 0.37254901960784315)"
2016-12-29 03:27:11,4968,"(0.8470588235294118, 0.7803921568627451, 0.7529411764705882)"
2016-12-29 03:27:11,7345,"(0.8980392156862745, 0.6549019607843137, 0.5372549019607843)"
2016-12-29 03:27:11,9821,"(0.4549019607843137, 0.5725490196078431, 0.7294117647058823)"
2016-12-29 03:27:11,2197,"(0.8509803921568627, 0.7764705882352941, 0.6392156862745098)"
2016-12-29 03:27:11,6157,"(0.8156862745098039, 0.7764705882352941, 0.7490196078431373)"
2016-12-29 03:27:11,811,"(0.18823529411764706, 0.1843137254901961, 0.1411764705882353)"
2016-12-29 03:27:11,7048,"(0.11764705882352941, 0.18823529411764706, 0.25098039215686274)"
2016-12-29 03:27:11,6652,"(0.8470588235294118, 0.7490196078431373, 0.7803921568627451)"
2016-12-29 03:27:11,9524,"(0.8313725490196079, 0.8313725490196079, 0.8274509803921568)"
2016-12-29 03:27:11,2989,"(0.1411764705882353, 0.12941176470588237, 0.17647058823529413)"
2016-12-29 03:27:11,4177,"(0.4588235294117647, 0.6627450980392157, 0.8156862745098039)"
2016-12-29 03:27:11,909,"(0.12549019607843137, 0.12549019607843137, 0.1411764705882353)"
2016-12-29 03:27:11,2791,"(0.8941176470588236, 0.8862745098039215, 0.8862745098039215)"
2016-12-29 03:27:11,1701,"(0.8901960784313725, 0.8784313725490196, 0.8627450980392157)"
2016-12-29 03:27:11,8633,"(0.1607843137254902, 0.16470588235294117, 0.17254901960784313)"
2016-12-29 03:27:11,4870,"(0.8666666666666667, 0.8352941176470589, 0.8666666666666667)"
2016-12-29 03:27:11,5365,"(0.8823529411764706, 0.8862745098039215, 0.8941176470588236)"
2016-12-29 03:27:11,7939,"(0.28627450980392155, 0.27058823529411763, 0.24705882352941178)"
2016-12-29 03:27:11,5761,"(0.18823529411764706, 0.1607843137254902, 0.19607843137254902)"
2016-12-29 03:27:11,1405,"(0.8784313725490196, 0.6901960784313725, 0.5843137254901961)"
2016-12-29 03:27:11,6256,"(0.8901960784313725, 0.8941176470588236, 0.9333333333333333)"
2016-12-29 03:27:11,8038,"(0.5254901960784314, 0.5529411764705883, 0.6470588235294118)"
2016-12-29 03:27:11,4672,"(0.7490196078431373, 0.7529411764705882, 0.8549019607843137)"
2016-12-29 03:27:11,9326,"(0.7215686274509804, 0.7333333333333333, 0.796078431372549)"
2016-12-29 03:27:11,1801,"(0.4666666666666667, 0.4196078431372549, 0.43137254901960786)"
2016-12-29 03:27:11,8335,"(0.2235294117647059, 0.16862745098039217, 0.14901960784313725)"
2016-12-29 03:27:11,9227,"(0.27450980392156865, 0.22745098039215686, 0.2549019607843137)"
2016-12-29 03:27:11,5563,"(0.14901960784313725, 0.1450980392156863, 0.16862745098039217)"
2017-01-05 16:32:21,2841,"(0.1411764705882353, 0.1450980392156863, 0.16862745098039217)"
2017-01-05 16:32:21,2445,"(0.7725490196078432, 0.13725490196078433, 0.21176470588235294)"
2017-01-05 16:32:21,7989,"(0.13333333333333333, 0.15294117647058825, 0.17254901960784313)"
2017-01-05 16:32:21,9277,"(0.45098039215686275, 0.4196078431372549, 0.4)"
2017-01-05 16:32:21,6009,"(0.11372549019607843, 0.3607843137254902, 0.18823529411764706)"
2017-01-05 16:32:21,6504,"(0.803921568627451, 0.7764705882352941, 0.792156862745098)"
2017-01-05 16:32:21,563,"(0.18823529411764706, 0.23137254901960785, 0.17254901960784313)"
2017-01-05 16:32:21,9178,"(0.18823529411764706, 0.1843137254901961, 0.1411764705882353)"
2017-01-05 16:32:21,9078,"(0.8823529411764706, 0.8862745098039215, 0.8941176470588236)"
2017-01-05 16:32:21,6405,"(0.14901960784313725, 0.1450980392156863, 0.16862745098039217)"
2017-01-05 16:32:21,3138,"(0.4666666666666667, 0.3568627450980392, 0.4196078431372549)"
2017-01-05 16:32:21,2346,"(0.4666666666666667, 0.3568627450980392, 0.4196078431372549)"
2017-01-05 16:32:21,68,"(0.23921568627450981, 0.29411764705882354, 0.38823529411764707)"
2017-01-05 16:32:21,6306,"(0.1843137254901961, 0.18823529411764706, 0.23921568627450981)"
2017-01-05 16:32:21,6207,"(0.8549019607843137, 0.7529411764705882, 0.7764705882352941)"
2017-01-05 16:32:21,5514,"(0.8274509803921568, 0.8156862745098039, 0.8549019607843137)"
2017-01-05 16:32:21,9475,"(0.8901960784313725, 0.8901960784313725, 0.8901960784313725)"
2017-01-05 16:32:21,2544,"(0.8392156862745098, 0.5254901960784314, 0.5568627450980392)"
2017-01-05 16:32:21,266,"(0.19215686274509805, 0.1843137254901961, 0.19215686274509805)"
2017-01-05 16:32:21,3237,"(0.9019607843137255, 0.9019607843137255, 0.9137254901960784)"
2017-01-05 16:32:21,2742,"(0.49411764705882355, 0.27450980392156865, 0.3254901960784314)"
2017-01-05 16:32:21,3039,"(0.23921568627450981, 0.29411764705882354, 0.38823529411764707)"
2017-01-05 16:32:21,5415,"(0.8941176470588236, 0.7803921568627451, 0.7607843137254902)"
2017-01-05 16:32:21,2643,"(0.3803921568627451, 0.4549019607843137, 0.5411764705882353)"
2017-01-05 16:32:21,5910,"(0.2549019607843137, 0.1607843137254902, 0.1607843137254902)"
2017-01-05 16:32:21,8088,"(0.8313725490196079, 0.6235294117647059, 0.6549019607843137)"
2017-01-05 16:32:21,8979,"(0.792156862745098, 0.7803921568627451, 0.7607843137254902)"
2017-01-05 16:32:21,5613,"(0.3333333333333333, 0.3137254901960784, 0.32941176470588235)"
2017-01-05 16:32:21,959,"(0.16470588235294117, 0.13725490196078433, 0.19607843137254902)"
2017-01-05 16:32:21,6108,"(0.8705882352941177, 0.8392156862745098, 0.8627450980392157)"
2017-01-05 16:32:21,2940,"(0.1568627450980392, 0.20392156862745098, 0.3568627450980392)"
2017-01-05 16:32:21,3435,"(0.08627450980392157, 0.08627450980392157, 0.08627450980392157)"
2017-01-05 16:32:21,3633,"(0.6431372549019608, 0.5137254901960784, 0.49019607843137253)"
2017-01-05 16:32:21,8286,"(0.1843137254901961, 0.18823529411764706, 0.23921568627450981)"
2017-01-05 16:32:21,5316,"(0.8313725490196079, 0.6980392156862745, 0.6392156862745098)"
2017-01-05 16:32:21,8187,"(0.6431372549019608, 0.5137254901960784, 0.49019607843137253)"
2017-01-05 16:32:21,5712,"(0.807843137254902, 0.615686274509804, 0.5176470588235295)"
2017-01-05 16:32:21,3534,"(0.796078431372549, 0.7529411764705882, 0.7254901960784313)"
2017-01-05 16:32:21,3336,"(0.10588235294117647, 0.24705882352941178, 0.38823529411764707)"
2017-01-05 16:32:21,9375,"(0.8235294117647058, 0.6313725490196078, 0.6745098039215687)"
2017-01-05 16:32:21,5811,"(0.9058823529411765, 0.8823529411764706, 0.7725490196078432)"
2017-01-05 16:32:21,464,"(0.23529411764705882, 0.23137254901960785, 0.27058823529411763)"
2017-01-05 16:32:21,1455,"(0.8549019607843137, 0.8666666666666667, 0.8705882352941177)"
2017-01-05 16:32:21,7791,"(0.13333333333333333, 0.13333333333333333, 0.1568627450980392)"
2017-01-05 16:32:21,1751,"(0.8549019607843137, 0.7529411764705882, 0.7764705882352941)"
2017-01-05 16:32:21,3830,"(0.8549019607843137, 0.8313725490196079, 0.8823529411764706)"
2017-01-05 16:32:21,7593,"(0.12941176470588237, 0.09803921568627451, 0.10196078431372549)"
2017-01-05 16:32:21,4920,"(0.1411764705882353, 0.14901960784313725, 0.16470588235294117)"
2017-01-05 16:32:21,4821,"(0.8588235294117647, 0.792156862745098, 0.788235294117647)"
2017-01-05 16:32:21,5216,"(0.18823529411764706, 0.17647058823529413, 0.21568627450980393)"
2017-01-05 16:32:21,761,"(0.17254901960784313, 0.26666666666666666, 0.3254901960784314)"
2017-01-05 16:32:21,167,"(0.8470588235294118, 0.8352941176470589, 0.8117647058823529)"
2017-01-05 16:32:21,4424,"(0.792156862745098, 0.6980392156862745, 0.7607843137254902)"
2017-01-05 16:32:21,7395,"(0.7647058823529411, 0.792156862745098, 0.8470588235294118)"
2017-01-05 16:32:21,6999,"(0.7607843137254902, 0.792156862745098, 0.8156862745098039)"
2017-01-05 16:32:21,1950,"(0.8274509803921568, 0.8156862745098039, 0.8549019607843137)"
2017-01-05 16:32:21,1355,"(0.5607843137254902, 0.6313725490196078, 0.2980392156862745)"
2017-01-05 16:32:21,2247,"(0.7490196078431373, 0.6941176470588235, 0.6705882352941176)"
2017-01-05 16:32:21,8683,"(0.8196078431372549, 0.615686274509804, 0.6196078431372549)"
2017-01-05 16:32:21,6603,"(0.403921568627451, 0.5529411764705883, 0.34509803921568627)"
2017-01-05 16:32:21,4623,"(0.1568627450980392, 0.3764705882352941, 0.5686274509803921)"
2017-01-05 16:32:21,8583,"(0.6980392156862745, 0.6745098039215687, 0.6901960784313725)"
2017-01-05 16:32:21,9673,"(0.7058823529411765, 0.6980392156862745, 0.7176470588235294)"
2017-01-05 16:32:21,7296,"(0.8705882352941177, 0.8, 0.7568627450980392)"
2017-01-05 16:32:21,2148,"(0.9098039215686274, 0.807843137254902, 0.7843137254901961)"
2017-01-05 16:32:21,3929,"(0.9176470588235294, 0.6039215686274509, 0.5450980392156862)"
2017-01-05 16:32:21,8880,"(0.8901960784313725, 0.8901960784313725, 0.8901960784313725)"
2017-01-05 16:32:21,1157,"(0.6745098039215687, 0.5490196078431373, 0.4745098039215686)"
2017-01-05 16:32:21,662,"(0.8, 0.5098039215686274, 0.3137254901960784)"
2017-01-05 16:32:21,9573,"(0.5686274509803921, 0.0392156862745098, 0.09803921568627451)"
2017-01-05 16:32:21,5117,"(0.11764705882352941, 0.15294117647058825, 0.39215686274509803)"
2017-01-05 16:32:21,7197,"(0.8274509803921568, 0.7647058823529411, 0.7411764705882353)"
2017-01-05 16:32:21,2049,"(0.25098039215686274, 0.2196078431372549, 0.22745098039215686)"
2017-01-05 16:32:21,1653,"(0.07058823529411765, 0.5058823529411764, 0.4117647058823529)"
2017-01-05 16:32:21,4226,"(0.3686274509803922, 0.3843137254901961, 0.33725490196078434)"
2017-01-05 16:32:21,1553,"(0.796078431372549, 0.6901960784313725, 0.6509803921568628)"
2017-01-05 16:32:21,9772,"(0.6901960784313725, 0.7215686274509804, 0.788235294117647)"
2017-01-05 16:32:21,6801,"(0.8392156862745098, 0.5254901960784314, 0.5568627450980392)"
2017-01-05 16:32:21,365,"(0.23921568627450981, 0.23137254901960785, 0.27450980392156865)"
2017-01-05 16:32:21,6702,"(0.27450980392156865, 0.27058823529411763, 0.29411764705882354)"
2017-01-05 16:32:21,7098,"(0.8823529411764706, 0.7607843137254902, 0.7372549019607844)"
2017-01-05 16:32:21,8781,"(0.3686274509803922, 0.35294117647058826, 0.37254901960784315)"
2017-01-05 16:32:21,4325,"(0.8470588235294118, 0.7803921568627451, 0.7529411764705882)"
2017-01-05 16:32:21,7692,"(0.8980392156862745, 0.6549019607843137, 0.5372549019607843)"
2017-01-05 16:32:21,4722,"(0.4549019607843137, 0.5725490196078431, 0.7294117647058823)"
2017-01-05 16:32:21,8385,"(0.8509803921568627, 0.7764705882352941, 0.6392156862745098)"
2017-01-05 16:32:21,4127,"(0.8156862745098039, 0.7764705882352941, 0.7490196078431373)"
2017-01-05 16:32:21,5018,"(0.11764705882352941, 0.18823529411764706, 0.25098039215686274)"
2017-01-05 16:32:21,1058,"(0.19215686274509805, 0.1843137254901961, 0.19215686274509805)"
2017-01-05 16:32:21,8484,"(0.8470588235294118, 0.7490196078431373, 0.7803921568627451)"
2017-01-05 16:32:21,7890,"(0.8313725490196079, 0.8313725490196079, 0.8274509803921568)"
2017-01-05 16:32:21,4029,"(0.1411764705882353, 0.12941176470588237, 0.17647058823529413)"
2017-01-05 16:32:21,1257,"(0.4588235294117647, 0.6627450980392157, 0.8156862745098039)"
2017-01-05 16:32:21,7494,"(0.12549019607843137, 0.12549019607843137, 0.1411764705882353)"
2017-01-05 16:32:21,6900,"(0.8941176470588236, 0.8862745098039215, 0.8862745098039215)"
2017-01-05 16:32:21,860,"(0.8901960784313725, 0.8784313725490196, 0.8627450980392157)"
2017-01-05 16:32:21,4523,"(0.1607843137254902, 0.16470588235294117, 0.17254901960784313)"
2017-01-05 16:32:21,1851,"(0.8666666666666667, 0.8352941176470589, 0.8666666666666667)"
2017-01-05 16:32:21,3731,"(0.28627450980392155, 0.27058823529411763, 0.24705882352941178)"
2017-01-05 16:32:21,9871,"(0.9019607843137255, 0.9019607843137255, 0.9137254901960784)"
2017-01-22 05:30:53,5006,"(0.18823529411764706, 0.1607843137254902, 0.19607843137254902)"
2017-01-22 05:30:53,5997,"(0.8784313725490196, 0.6901960784313725, 0.5843137254901961)"
2017-01-22 05:30:53,7086,"(0.8901960784313725, 0.8941176470588236, 0.9333333333333333)"
2017-01-22 05:30:53,1244,"(0.5254901960784314, 0.5529411764705883, 0.6470588235294118)"
2017-01-22 05:30:53,4313,"(0.7490196078431373, 0.7529411764705882, 0.8549019607843137)"
2017-01-22 05:30:53,2928,"(0.7215686274509804, 0.7333333333333333, 0.796078431372549)"
2017-01-22 05:30:53,8571,"(0.4666666666666667, 0.4196078431372549, 0.43137254901960786)"
2017-01-22 05:30:53,2136,"(0.2235294117647059, 0.16862745098039217, 0.14901960784313725)"
2017-01-22 05:30:53,6987,"(0.27450980392156865, 0.22745098039215686, 0.2549019607843137)"
2017-01-22 05:30:53,9165,"(0.1411764705882353, 0.1450980392156863, 0.16862745098039217)"
2017-01-22 05:30:53,1540,"(0.49411764705882355, 0.27450980392156865, 0.3254901960784314)"
2017-01-22 05:30:53,7284,"(0.7725490196078432, 0.13725490196078433, 0.21176470588235294)"
2017-01-22 05:30:53,6690,"(0.13333333333333333, 0.15294117647058825, 0.17254901960784313)"
2017-01-22 05:30:53,3621,"(0.45098039215686275, 0.4196078431372549, 0.4)"
2017-01-22 05:30:53,4511,"(0.11372549019607843, 0.3607843137254902, 0.18823529411764706)"
2017-01-22 05:30:53,8868,"(0.803921568627451, 0.7764705882352941, 0.792156862745098)"
2017-01-22 05:30:53,1144,"(0.18823529411764706, 0.23137254901960785, 0.17254901960784313)"
2017-01-22 05:30:53,4710,"(0.18823529411764706, 0.1843137254901961, 0.1411764705882353)"
2017-01-22 05:30:53,848,"(0.8823529411764706, 0.8862745098039215, 0.8941176470588236)"
2017-01-22 05:30:53,1838,"(0.14901960784313725, 0.1450980392156863, 0.16862745098039217)"
2017-01-22 05:30:53,1442,"(0.4666666666666667, 0.3568627450980392, 0.4196078431372549)"
2017-01-22 05:30:53,254,"(0.8941176470588236, 0.7803921568627451, 0.7607843137254902)"
2017-01-22 05:30:53,6393,"(0.23921568627450981, 0.29411764705882354, 0.38823529411764707)"
2017-01-22 05:30:53,9660,"(0.1843137254901961, 0.18823529411764706, 0.23921568627450981)"
2017-01-22 05:30:53,8472,"(0.8549019607843137, 0.7529411764705882, 0.7764705882352941)"
2017-01-22 05:30:53,353,"(0.8274509803921568, 0.8156862745098039, 0.8549019607843137)"
2017-01-22 05:30:53,5105,"(0.8901960784313725, 0.8901960784313725, 0.8901960784313725)"
2017-01-22 05:30:53,3719,"(0.8392156862745098, 0.5254901960784314, 0.5568627450980392)"
2017-01-22 05:30:53,946,"(0.19215686274509805, 0.1843137254901961, 0.19215686274509805)"
2017-01-22 05:30:53,2532,"(0.9019607843137255, 0.9019607843137255, 0.9137254901960784)"
2017-01-22 05:30:53,2334,"(0.49411764705882355, 0.27450980392156865, 0.3254901960784314)"
2017-01-22 05:30:53,4809,"(0.8941176470588236, 0.7803921568627451, 0.7607843137254902)"
2017-01-22 05:30:53,3917,"(0.3803921568627451, 0.4549019607843137, 0.5411764705882353)"
2017-01-22 05:30:53,7185,"(0.3803921568627451, 0.4549019607843137, 0.5411764705882353)"
2017-01-22 05:30:53,1640,"(0.2549019607843137, 0.1607843137254902, 0.1607843137254902)"
2017-01-22 05:30:53,2829,"(0.8313725490196079, 0.6235294117647059, 0.6549019607843137)"
2017-01-22 05:30:53,9759,"(0.792156862745098, 0.7803921568627451, 0.7607843137254902)"
2017-01-22 05:30:53,5799,"(0.3333333333333333, 0.3137254901960784, 0.32941176470588235)"
2017-01-22 05:30:53,6096,"(0.16470588235294117, 0.13725490196078433, 0.19607843137254902)"
2017-01-22 05:30:53,9264,"(0.8705882352941177, 0.8392156862745098, 0.8627450980392157)"
2017-01-22 05:30:53,5601,"(0.1568627450980392, 0.20392156862745098, 0.3568627450980392)"
2017-01-22 05:30:53,9561,"(0.08627450980392157, 0.08627450980392157, 0.08627450980392157)"
2017-01-22 05:30:53,9363,"(0.8313725490196079, 0.6980392156862745, 0.6392156862745098)"
2017-01-22 05:30:53,3324,"(0.807843137254902, 0.615686274509804, 0.5176470588235295)"
2017-01-22 05:30:53,5304,"(0.8313725490196079, 0.6235294117647059, 0.6549019607843137)"
2017-01-22 05:30:53,8769,"(0.6431372549019608, 0.5137254901960784, 0.49019607843137253)"
2017-01-22 05:30:53,7977,"(0.807843137254902, 0.615686274509804, 0.5176470588235295)"
2017-01-22 05:30:53,5403,"(0.796078431372549, 0.7529411764705882, 0.7254901960784313)"
2017-01-22 05:30:53,7680,"(0.10588235294117647, 0.24705882352941178, 0.38823529411764707)"
2017-01-22 05:30:53,2037,"(0.8235294117647058, 0.6313725490196078, 0.6745098039215687)"
2017-01-22 05:30:53,4214,"(0.9058823529411765, 0.8823529411764706, 0.7725490196078432)"
2017-01-22 05:30:53,155,"(0.23529411764705882, 0.23137254901960785, 0.27058823529411763)"
2017-01-22 05:30:53,8175,"(0.8549019607843137, 0.8666666666666667, 0.8705882352941177)"
2017-01-22 05:30:53,3126,"(0.13333333333333333, 0.13333333333333333, 0.1568627450980392)"
2017-01-22 05:30:53,6789,"(0.8549019607843137, 0.8313725490196079, 0.8823529411764706)"
2017-01-22 05:30:53,8373,"(0.792156862745098, 0.7803921568627451, 0.7607843137254902)"
2017-01-22 05:30:53,8076,"(0.12941176470588237, 0.09803921568627451, 0.10196078431372549)"
2017-01-22 05:30:53,7581,"(0.1411764705882353, 0.14901960784313725, 0.16470588235294117)"
2017-01-22 05:30:53,4115,"(0.8588235294117647, 0.792156862745098, 0.788235294117647)"
2017-01-22 05:30:53,8670,"(0.18823529411764706, 0.17647058823529413, 0.21568627450980393)"
2017-01-22 05:30:53,5502,"(0.17254901960784313, 0.26666666666666666, 0.3254901960784314)"
2017-01-22 05:30:53,7482,"(0.8470588235294118, 0.8352941176470589, 0.8117647058823529)"
2017-01-22 05:30:53,2433,"(0.792156862745098, 0.6980392156862745, 0.7607843137254902)"
2017-01-22 05:30:53,2730,"(0.7647058823529411, 0.792156862745098, 0.8470588235294118)"
2017-01-22 05:30:53,6195,"(0.7607843137254902, 0.792156862745098, 0.8156862745098039)"
2017-01-22 05:30:53,2235,"(0.5607843137254902, 0.6313725490196078, 0.2980392156862745)"
2017-01-22 05:30:53,7383,"(0.3333333333333333, 0.3137254901960784, 0.32941176470588235)"
2017-01-22 05:30:53,452,"(0.7490196078431373, 0.6941176470588235, 0.6705882352941176)"
2017-01-22 05:30:53,8274,"(0.8196078431372549, 0.615686274509804, 0.6196078431372549)"
2017-01-22 05:30:53,9462,"(0.403921568627451, 0.5529411764705883, 0.34509803921568627)"
2017-01-22 05:30:53,3027,"(0.1568627450980392, 0.3764705882352941, 0.5686274509803921)"
2017-01-22 05:30:53,1045,"(0.6980392156862745, 0.6745098039215687, 0.6901960784313725)"
2017-01-22 05:30:53,56,"(0.7058823529411765, 0.6980392156862745, 0.7176470588235294)"
2017-01-22 05:30:53,3225,"(0.8705882352941177, 0.8, 0.7568627450980392)"
2017-01-22 05:30:53,551,"(0.9098039215686274, 0.807843137254902, 0.7843137254901961)"
2017-01-22 05:30:53,5898,"(0.9176470588235294, 0.6039215686274509, 0.5450980392156862)"
2017-01-22 05:30:53,6591,"(0.6745098039215687, 0.5490196078431373, 0.4745098039215686)"
2017-01-22 05:30:53,3522,"(0.16470588235294117, 0.13725490196078433, 0.19607843137254902)"
2017-01-22 05:30:53,9066,"(0.8, 0.5098039215686274, 0.3137254901960784)"
2017-01-22 05:30:53,749,"(0.5686274509803921, 0.0392156862745098, 0.09803921568627451)"
2017-01-22 05:30:53,4016,"(0.11764705882352941, 0.15294117647058825, 0.39215686274509803)"
2017-01-22 05:30:53,7878,"(0.8274509803921568, 0.7647058823529411, 0.7411764705882353)"
2017-01-22 05:30:53,5204,"(0.25098039215686274, 0.2196078431372549, 0.22745098039215686)"
2017-01-22 05:30:53,1938,"(0.07058823529411765, 0.5058823529411764, 0.4117647058823529)"
2017-01-22 05:30:53,4412,"(0.3686274509803922, 0.3843137254901961, 0.33725490196078434)"
2017-01-22 05:30:53,1738,"(0.796078431372549, 0.6901960784313725, 0.6509803921568628)"
2017-01-22 05:30:53,6294,"(0.6901960784313725, 0.7215686274509804, 0.788235294117647)"
2017-01-22 05:30:53,7779,"(0.23921568627450981, 0.23137254901960785, 0.27450980392156865)"
2017-01-22 05:30:53,5700,"(0.8705882352941177, 0.8392156862745098, 0.8627450980392157)"
2017-01-22 05:30:53,6888,"(0.27450980392156865, 0.27058823529411763, 0.29411764705882354)"
2017-01-22 05:30:53,2631,"(0.8823529411764706, 0.7607843137254902, 0.7372549019607844)"
2017-01-22 05:30:53,4908,"(0.3686274509803922, 0.35294117647058826, 0.37254901960784315)"
2017-01-22 05:30:53,3423,"(0.8470588235294118, 0.7803921568627451, 0.7529411764705882)"
2017-01-22 05:30:53,650,"(0.8980392156862745, 0.6549019607843137, 0.5372549019607843)"
2017-01-22 05:30:53,8967,"(0.4549019607843137, 0.5725490196078431, 0.7294117647058823)"
2017-01-22 05:30:53,1342,"(0.8509803921568627, 0.7764705882352941, 0.6392156862745098)"
2017-01-22 05:30:53,6492,"(0.8156862745098039, 0.7764705882352941, 0.7490196078431373)"
2017-01-22 05:30:53,3818,"(0.11764705882352941, 0.18823529411764706, 0.25098039215686274)"
2017-01-22 05:30:53,4611,"(0.8470588235294118, 0.7490196078431373, 0.7803921568627451)"
2017-01-22 05:30:53,9858,"(0.1568627450980392, 0.20392156862745098, 0.3568627450980392)"
2017-01-30 12:29:23,6070,"(0.8313725490196079, 0.8313725490196079, 0.8274509803921568)"
2017-01-30 12:29:23,4089,"(0.1411764705882353, 0.12941176470588237, 0.17647058823529413)"
2017-01-30 12:29:23,1118,"(0.4588235294117647, 0.6627450980392157, 0.8156862745098039)"
2017-01-30 12:29:23,2704,"(0.12549019607843137, 0.12549019607843137, 0.1411764705882353)"
2017-01-30 12:29:23,3496,"(0.8941176470588236, 0.8862745098039215, 0.8862745098039215)"
2017-01-30 12:29:23,228,"(0.8901960784313725, 0.8784313725490196, 0.8627450980392157)"
2017-01-30 12:29:23,525,"(0.1607843137254902, 0.16470588235294117, 0.17254901960784313)"
2017-01-30 12:29:23,6268,"(0.8666666666666667, 0.8352941176470589, 0.8666666666666667)"
2017-01-30 12:29:23,8248,"(0.28627450980392155, 0.27058823529411763, 0.24705882352941178)"
2017-01-30 12:29:23,7159,"(0.18823529411764706, 0.1607843137254902, 0.19607843137254902)"
2017-01-30 12:29:23,9337,"(0.08627450980392157, 0.08627450980392157, 0.08627450980392157)"
2017-01-30 12:29:23,8842,"(0.8784313725490196, 0.6901960784313725, 0.5843137254901961)"
2017-01-30 12:29:23,5476,"(0.8901960784313725, 0.8941176470588236, 0.9333333333333333)"
2017-01-30 12:29:23,3990,"(0.5254901960784314, 0.5529411764705883, 0.6470588235294118)"
2017-01-30 12:29:23,1812,"(0.7490196078431373, 0.7529411764705882, 0.8549019607843137)"
2017-01-30 12:29:23,8050,"(0.7215686274509804, 0.7333333333333333, 0.796078431372549)"
2017-01-30 12:29:23,5575,"(0.4666666666666667, 0.4196078431372549, 0.43137254901960786)"
2017-01-30 12:29:23,2011,"(0.2235294117647059, 0.16862745098039217, 0.14901960784313725)"
2017-01-30 12:29:23,4882,"(0.27450980392156865, 0.22745098039215686, 0.2549019607843137)"
2017-01-30 12:29:23,6862,"(0.1411764705882353, 0.1450980392156863, 0.16862745098039217)"
2017-01-30 12:29:23,8446,"(0.7725490196078432, 0.13725490196078433, 0.21176470588235294)"
2017-01-30 12:29:23,2605,"(0.8313725490196079, 0.6980392156862745, 0.6392156862745098)"
2017-01-30 12:29:23,9634,"(0.13333333333333333, 0.15294117647058825, 0.17254901960784313)"
2017-01-30 12:29:23,1712,"(0.45098039215686275, 0.4196078431372549, 0.4)"
2017-01-30 12:29:23,3397,"(0.11372549019607843, 0.3607843137254902, 0.18823529411764706)"
2017-01-30 12:29:23,30,"(0.803921568627451, 0.7764705882352941, 0.792156862745098)"
2017-01-30 12:29:23,9040,"(0.18823529411764706, 0.23137254901960785, 0.17254901960784313)"
2017-01-30 12:29:23,1019,"(0.18823529411764706, 0.1843137254901961, 0.1411764705882353)"
2017-01-30 12:29:23,426,"(0.8823529411764706, 0.8862745098039215, 0.8941176470588236)"
2017-01-30 12:29:23,4980,"(0.14901960784313725, 0.1450980392156863, 0.16862745098039217)"
2017-01-30 12:29:23,4188,"(0.4666666666666667, 0.3568627450980392, 0.4196078431372549)"
2017-01-30 12:29:23,6169,"(0.23921568627450981, 0.29411764705882354, 0.38823529411764707)"
2017-01-30 12:29:23,822,"(0.6431372549019608, 0.5137254901960784, 0.49019607843137253)"
2017-01-30 12:29:23,5079,"(0.1843137254901961, 0.18823529411764706, 0.23921568627450981)"
2017-01-30 12:29:23,2803,"(0.8549019607843137, 0.7529411764705882, 0.7764705882352941)"
2017-01-30 12:29:23,7060,"(0.8274509803921568, 0.8156862745098039, 0.8549019607843137)"
2017-01-30 12:29:23,9733,"(0.8901960784313725, 0.8901960784313725, 0.8901960784313725)"
2017-01-30 12:29:23,6961,"(0.8392156862745098, 0.5254901960784314, 0.5568627450980392)"
2017-01-30 12:29:23,7753,"(0.19215686274509805, 0.1843137254901961, 0.19215686274509805)"
2017-01-30 12:29:23,1912,"(0.9019607843137255, 0.9019607843137255, 0.9137254901960784)"
2017-01-30 12:29:23,2902,"(0.49411764705882355, 0.27450980392156865, 0.3254901960784314)"
2017-01-30 12:29:23,6565,"(0.8941176470588236, 0.7803921568627451, 0.7607843137254902)"
2017-01-30 12:29:23,3100,"(0.3803921568627451, 0.4549019607843137, 0.5411764705882353)"
2017-01-30 12:29:23,5377,"(0.807843137254902, 0.615686274509804, 0.5176470588235295)"
2017-01-30 12:29:23,2407,"(0.2549019607843137, 0.1607843137254902, 0.1607843137254902)"
2017-01-30 12:29:23,5971,"(0.8313725490196079, 0.6235294117647059, 0.6549019607843137)"
2017-01-30 12:29:23,7555,"(0.792156862745098, 0.7803921568627451, 0.7607843137254902)"
2017-01-30 12:29:23,4386,"(0.3333333333333333, 0.3137254901960784, 0.32941176470588235)"
2017-01-30 12:29:23,8941,"(0.16470588235294117, 0.13725490196078433, 0.19607843137254902)"
2017-01-30 12:29:23,7456,"(0.8705882352941177, 0.8392156862745098, 0.8627450980392157)"
2017-01-30 12:29:23,9535,"(0.1568627450980392, 0.20392156862745098, 0.3568627450980392)"
2017-01-30 12:29:23,7852,"(0.08627450980392157, 0.08627450980392157, 0.08627450980392157)"
